filename,artist,style,genre,artist_label,Image Path,Feature File01,Feature File02,Feature File1,Feature File2,Feature File3
18627.jpg,Felicien Rops,Symbolism,genre painting,11,/scratch/bbmr/syang7/art/Multitask100k/images/18627.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/11/18627.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/11/18627.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/11/18627.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/11/18627.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/11/18627.pt
1028.jpg,Konstantin Vasilyev,Symbolism,genre painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/1028.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/1028.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/1028.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/1028.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/1028.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/1028.pt
8820.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/8820.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/8820.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/8820.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/8820.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/8820.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/8820.pt
73312.jpg,Konstantin Vasilyev,Surrealism,symbolic painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/73312.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/73312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/73312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/73312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/73312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/73312.pt
58579.jpg,Konstantin Vasilyev,Symbolism,genre painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/58579.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/58579.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/58579.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/58579.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/58579.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/58579.pt
88133.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/88133.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/88133.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/88133.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/88133.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/88133.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/88133.pt
34412.jpg,Konstantin Vasilyev,Symbolism,landscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/34412.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/34412.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/34412.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/34412.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/34412.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/34412.pt
57202.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/57202.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/57202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/57202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/57202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/57202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/57202.pt
39644.jpg,Rudolf von Alt,Romanticism,landscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/39644.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/39644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/39644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/39644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/39644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/39644.pt
41316.jpg,Gerrit Dou,Baroque,portrait,17,/scratch/bbmr/syang7/art/Multitask100k/images/41316.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/17/41316.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/17/41316.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/17/41316.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/17/41316.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/17/41316.pt
25137.jpg,Konstantin Vasilyev,Contemporary Realism,portrait,29,/scratch/bbmr/syang7/art/Multitask100k/images/25137.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/25137.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/25137.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/25137.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/25137.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/25137.pt
97711.jpg,Konstantin Vasilyev,Contemporary Realism,cloudscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/97711.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/97711.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/97711.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/97711.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/97711.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/97711.pt
58549.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/58549.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/58549.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/58549.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/58549.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/58549.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/58549.pt
76134.jpg,Konstantin Vasilyev,Surrealism,symbolic painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/76134.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/76134.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/76134.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/76134.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/76134.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/76134.pt
49235.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/49235.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/49235.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/49235.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/49235.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/49235.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/49235.pt
19436.jpg,Konstantin Vasilyev,Symbolism,self-portrait,29,/scratch/bbmr/syang7/art/Multitask100k/images/19436.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/19436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/19436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/19436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/19436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/19436.pt
2731.jpg,Konstantin Vasilyev,Symbolism,animal painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/2731.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/2731.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/2731.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/2731.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/2731.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/2731.pt
87503.jpg,Filippo Lippi,Early Renaissance,religious painting,12,/scratch/bbmr/syang7/art/Multitask100k/images/87503.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/12/87503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/12/87503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/12/87503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/12/87503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/12/87503.pt
79659.jpg,Konstantin Vasilyev,Symbolism,landscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/79659.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/79659.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/79659.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/79659.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/79659.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/79659.pt
35557.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/35557.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/35557.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/35557.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/35557.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/35557.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/35557.pt
34202.jpg,Konstantin Vasilyev,Contemporary Realism,landscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/34202.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/34202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/34202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/34202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/34202.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/34202.pt
18147.jpg,Henri Rousseau,Naïve Art (Primitivism),allegorical painting,19,/scratch/bbmr/syang7/art/Multitask100k/images/18147.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/19/18147.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/19/18147.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/19/18147.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/19/18147.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/19/18147.pt
47312.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/47312.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/47312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/47312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/47312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/47312.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/47312.pt
25480.jpg,Rudolf von Alt,Romanticism,interior,39,/scratch/bbmr/syang7/art/Multitask100k/images/25480.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/25480.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/25480.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/25480.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/25480.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/25480.pt
56338.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/56338.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/56338.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/56338.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/56338.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/56338.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/56338.pt
84066.jpg,Konstantin Vasilyev,Symbolism,landscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/84066.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/84066.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/84066.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/84066.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/84066.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/84066.pt
3974.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/3974.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/3974.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/3974.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/3974.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/3974.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/3974.pt
30405.jpg,Konstantin Vasilyev,Contemporary Realism,landscape,29,/scratch/bbmr/syang7/art/Multitask100k/images/30405.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/30405.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/30405.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/30405.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/30405.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/30405.pt
47838.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/47838.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/47838.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/47838.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/47838.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/47838.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/47838.pt
20281.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/20281.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/20281.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/20281.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/20281.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/20281.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/20281.pt
50103.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/50103.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/50103.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/50103.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/50103.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/50103.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/50103.pt
12158.jpg,Konstantin Vasilyev,Symbolism,history painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/12158.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/12158.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/12158.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/12158.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/12158.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/12158.pt
64091.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/64091.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/64091.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/64091.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/64091.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/64091.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/64091.pt
13612.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/13612.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/13612.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/13612.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/13612.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/13612.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/13612.pt
3503.jpg,Konstantin Vasilyev,Symbolism,portrait,29,/scratch/bbmr/syang7/art/Multitask100k/images/3503.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/3503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/3503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/3503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/3503.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/3503.pt
91225.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/91225.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/91225.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/91225.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/91225.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/91225.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/91225.pt
2295.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/2295.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/2295.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/2295.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/2295.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/2295.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/2295.pt
28188.jpg,Rudolf von Alt,Romanticism,cityscape,39,/scratch/bbmr/syang7/art/Multitask100k/images/28188.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/39/28188.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/39/28188.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/39/28188.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/39/28188.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/39/28188.pt
66051.jpg,Caravaggio,Baroque,mythological painting,6,/scratch/bbmr/syang7/art/Multitask100k/images/66051.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/6/66051.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/6/66051.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/6/66051.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/6/66051.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/6/66051.pt
55985.jpg,Konstantin Vasilyev,Surrealism,religious painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/55985.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/55985.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/55985.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/55985.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/55985.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/55985.pt
14640.jpg,Konstantin Vasilyev,Symbolism,mythological painting,29,/scratch/bbmr/syang7/art/Multitask100k/images/14640.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/29/14640.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/29/14640.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/29/14640.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/29/14640.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/29/14640.pt
