Image Path,Feature File01,Feature File02,Feature File1,Feature File2,Feature File3,artist,artist_label
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_path-under-the-rose-trellises-giverny-1922-1.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_path-under-the-rose-trellises-giverny-1922-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_path-under-the-rose-trellises-giverny-1922-1.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_path-under-the-rose-trellises-giverny-1922-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_path-under-the-rose-trellises-giverny-1922-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_path-under-the-rose-trellises-giverny-1922-1.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_weeping-willow-and-water-lily-pond-2-1919.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_weeping-willow-and-water-lily-pond-2-1919.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_weeping-willow-and-water-lily-pond-2-1919.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_weeping-willow-and-water-lily-pond-2-1919.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_weeping-willow-and-water-lily-pond-2-1919.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_weeping-willow-and-water-lily-pond-2-1919.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_water-lilies-and-agapanthus-1917.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_water-lilies-and-agapanthus-1917.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_water-lilies-and-agapanthus-1917.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_water-lilies-and-agapanthus-1917.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_water-lilies-and-agapanthus-1917.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_water-lilies-and-agapanthus-1917.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_coming-into-port-goulphar-belle-ile.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_coming-into-port-goulphar-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_coming-into-port-goulphar-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_coming-into-port-goulphar-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_coming-into-port-goulphar-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_coming-into-port-goulphar-belle-ile.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_weeping-willow.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_weeping-willow.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_weeping-willow.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_weeping-willow.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_weeping-willow.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_weeping-willow.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_water-lilies-1899-2.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_water-lilies-1899-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_water-lilies-1899-2.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_water-lilies-1899-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_water-lilies-1899-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_water-lilies-1899-2.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-break-up-of-the-ice.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-break-up-of-the-ice.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-break-up-of-the-ice.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-break-up-of-the-ice.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-break-up-of-the-ice.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-break-up-of-the-ice.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_bennecourt-1.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_bennecourt-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_bennecourt-1.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_bennecourt-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_bennecourt-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_bennecourt-1.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_water-lilies-1917-4.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_water-lilies-1917-4.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_water-lilies-1917-4.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_water-lilies-1917-4.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_water-lilies-1917-4.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_water-lilies-1917-4.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-valley-of-sasso-bordighera.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-valley-of-sasso-bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-valley-of-sasso-bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-valley-of-sasso-bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-valley-of-sasso-bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-valley-of-sasso-bordighera.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_cliff-at-grainval-near-fecamp.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_cliff-at-grainval-near-fecamp.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_cliff-at-grainval-near-fecamp.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_cliff-at-grainval-near-fecamp.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_cliff-at-grainval-near-fecamp.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_cliff-at-grainval-near-fecamp.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-banks-of-the-seine-in-autumn.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-banks-of-the-seine-in-autumn.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-banks-of-the-seine-in-autumn.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-banks-of-the-seine-in-autumn.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-banks-of-the-seine-in-autumn.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-banks-of-the-seine-in-autumn.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-tuileries-study.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-tuileries-study.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-tuileries-study.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-tuileries-study.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-tuileries-study.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-tuileries-study.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_water-lilies-1919-3.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_water-lilies-1919-3.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_water-lilies-1919-3.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_water-lilies-1919-3.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_water-lilies-1919-3.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_water-lilies-1919-3.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_landscape-with-thunderstorm.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_landscape-with-thunderstorm.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_landscape-with-thunderstorm.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_landscape-with-thunderstorm.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_landscape-with-thunderstorm.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_landscape-with-thunderstorm.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_sandviken-norway.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_sandviken-norway.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_sandviken-norway.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_sandviken-norway.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_sandviken-norway.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_sandviken-norway.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_morning-on-the-seine-in-the-rain-1898.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_morning-on-the-seine-in-the-rain-1898.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_morning-on-the-seine-in-the-rain-1898.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_morning-on-the-seine-in-the-rain-1898.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_morning-on-the-seine-in-the-rain-1898.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_morning-on-the-seine-in-the-rain-1898.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-promenade-near-the-bridge-of-argenteuil.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-promenade-near-the-bridge-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-promenade-near-the-bridge-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-promenade-near-the-bridge-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-promenade-near-the-bridge-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-promenade-near-the-bridge-of-argenteuil.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-palazzo-ducale.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-palazzo-ducale.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-palazzo-ducale.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-palazzo-ducale.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-palazzo-ducale.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-palazzo-ducale.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_camille-sitting-on-the-beach-at-trouville-1871.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-lieutenancy-at-honfleur.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-lieutenancy-at-honfleur.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-lieutenancy-at-honfleur.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-lieutenancy-at-honfleur.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-lieutenancy-at-honfleur.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-lieutenancy-at-honfleur.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_view-to-the-plain-of-argenteuil.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_view-to-the-plain-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_view-to-the-plain-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_view-to-the-plain-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_view-to-the-plain-of-argenteuil.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_view-to-the-plain-of-argenteuil.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_evening-effect-of-the-seine.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_evening-effect-of-the-seine.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_evening-effect-of-the-seine.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_evening-effect-of-the-seine.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_evening-effect-of-the-seine.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_evening-effect-of-the-seine.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_rouen-cathedral-1893.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_rouen-cathedral-1893.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_rouen-cathedral-1893.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_rouen-cathedral-1893.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_rouen-cathedral-1893.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_rouen-cathedral-1893.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_three-pots-of-tulips.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_three-pots-of-tulips.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_three-pots-of-tulips.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_three-pots-of-tulips.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_three-pots-of-tulips.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_three-pots-of-tulips.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_banks-of-the-seine-at-lavacourt.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_banks-of-the-seine-at-lavacourt.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_banks-of-the-seine-at-lavacourt.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_banks-of-the-seine-at-lavacourt.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_banks-of-the-seine-at-lavacourt.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_banks-of-the-seine-at-lavacourt.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-castle-of-dolceacqua-1884.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-castle-of-dolceacqua-1884.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-castle-of-dolceacqua-1884.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-castle-of-dolceacqua-1884.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-castle-of-dolceacqua-1884.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-castle-of-dolceacqua-1884.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_bordighera.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_bordighera.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_bordighera.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_storm-on-the-cote-de-belle-ile.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_storm-on-the-cote-de-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_storm-on-the-cote-de-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_storm-on-the-cote-de-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_storm-on-the-cote-de-belle-ile.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_storm-on-the-cote-de-belle-ile.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-japanese-bridge-1924-2.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-japanese-bridge-1924-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-japanese-bridge-1924-2.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-japanese-bridge-1924-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-japanese-bridge-1924-2.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-japanese-bridge-1924-2.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-seine-near-bougival.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-seine-near-bougival.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-seine-near-bougival.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-seine-near-bougival.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-seine-near-bougival.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-seine-near-bougival.pt,Claude_Monet,4
/scratch/bbmr/syang7/art/wikiart/dataset/Impressionism/claude-monet_the-frost-1.jpg,/scratch/bbmr/syang7/art/wikiart/comments_resnet/4/claude-monet_the-frost-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_resnet2/4/claude-monet_the-frost-1.pt,/scratch/bbmr/syang7/art/wikiart/comments/4/claude-monet_the-frost-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_qwen/4/claude-monet_the-frost-1.pt,/scratch/bbmr/syang7/art/wikiart/comments_share/4/claude-monet_the-frost-1.pt,Claude_Monet,4
